customer_id,user_age,household_size,income_bracket,tenure_months,subscription_tier,billing_cycle,auto_renew_enabled,customer_acquisition_channel,primary_device,days_since_last_login,avg_watch_time_hours,content_completion_rate,payment_failures,support_tickets,support_resolution_time_days,churn
USER_0042523,35,1,Medium,15,Basic,Annual,No,Organic,Console,11,29.3,0.59,0,0,0,1
USER_0042524,22,3,Medium,56,Standard,Monthly,Yes,Organic,Smart TV,6,73.8,0.26,0,0,0,0
USER_0042525,46,4,Medium,39,Basic,Monthly,No,Organic,Web,1,60.9,0.95,0,0,0,0
USER_0042526,38,5,Low,44,Standard,Monthly,Yes,Organic,Smart TV,4,91.3,0.92,0,0,0,0
USER_0042527,27,2,Medium,52,Basic,Monthly,Yes,Promo_Code,Smart TV,3,85.2,0.56,0,0,0,0
USER_0042528,59,1,Medium,1,Premium,Monthly,Yes,Organic,Mobile,13,25.0,0.62,0,1,0,1
USER_0042529,26,1,Low,17,Premium,Monthly,Yes,Promo_Code,Web,4,32.3,0.57,0,1,0,0
USER_0042530,27,1,Medium,50,Standard,Annual,Yes,Organic,Mobile,6,42.4,0.81,0,0,0,0
USER_0042531,46,1,Medium,48,Standard,Monthly,Yes,Organic,Console,9,39.2,0.72,0,0,0,0
USER_0042532,33,4,Medium,52,Basic,Monthly,Yes,Organic,Smart TV,1,77.6,0.61,1,0,0,0
USER_0042533,67,5,Medium,71,Premium,Monthly,Yes,Organic,Smart TV,25,115.8,0.48,1,0,0,0
USER_0042534,18,5,Low,16,Standard,Monthly,Yes,Social_Ads,Smart TV,1,107.4,0.72,0,0,0,0
USER_0042535,44,2,Medium,63,Standard,Monthly,Yes,Organic,Web,16,28.1,0.52,1,1,0,1
USER_0042536,45,3,Low,23,Premium,Monthly,Yes,Social_Ads,Smart TV,33,37.8,0.58,0,0,0,0
USER_0042537,18,2,Medium,14,Standard,Annual,Yes,Social_Ads,Smart TV,8,78.5,0.18,0,0,0,0
USER_0042538,33,2,Medium,29,Basic,Monthly,Yes,Social_Ads,Smart TV,3,23.2,0.8,0,0,0,1
USER_0042539,34,6,High,10,Basic,Monthly,Yes,Organic,Mobile,12,104.2,0.5,0,0,0,0
USER_0042540,44,3,Medium,11,Standard,Monthly,Yes,Organic,Smart TV,11,61.5,0.84,0,0,0,0
USER_0042541,49,4,High,42,Standard,Annual,Yes,Social_Ads,Smart TV,13,91.5,0.49,0,0,0,0
USER_0042542,18,2,Low,43,Basic,Annual,Yes,Organic,Mobile,3,57.8,0.59,0,0,0,1
USER_0042543,28,2,Low,5,Standard,Annual,Yes,Organic,Smart TV,0,67.2,0.54,0,1,0,0
USER_0042544,41,6,Low,64,Basic,Monthly,Yes,Social_Ads,Smart TV,6,80.5,0.76,0,0,0,0
USER_0042545,31,1,Medium,24,Standard,Monthly,Yes,Social_Ads,Mobile,2,34.8,0.65,0,0,0,0
USER_0042546,36,2,Low,12,Basic,Annual,Yes,Promo_Code,Mobile,2,53.3,0.85,0,0,0,0
USER_0042547,34,2,Medium,32,Premium,Monthly,No,Referral,Console,5,36.8,0.67,0,0,0,0
USER_0042548,34,2,Low,4,Basic,Monthly,Yes,Social_Ads,Mobile,8,44.6,0.66,0,0,0,0
USER_0042549,45,1,Low,12,Basic,Monthly,Yes,Promo_Code,Mobile,1,16.8,0.62,0,0,0,0
USER_0042550,49,4,Medium,24,Standard,Monthly,Yes,Organic,Mobile,2,53.0,0.53,0,0,0,0
USER_0042551,30,4,Medium,36,Basic,Monthly,Yes,Promo_Code,Smart TV,2,61.2,0.65,0,0,0,1
USER_0042552,18,6,Medium,7,Standard,Monthly,No,Promo_Code,Mobile,1,70.2,0.74,0,0,0,0
USER_0042553,32,3,Medium,49,Basic,Annual,Yes,Organic,Mobile,13,74.6,0.5,0,0,0,0
USER_0042554,39,3,Medium,9,Premium,Monthly,Yes,Promo_Code,Mobile,8,37.4,0.56,0,0,0,0
USER_0042555,27,4,Low,10,Standard,Monthly,No,Organic,Mobile,0,41.9,0.25,0,0,0,1
USER_0042556,59,4,Medium,32,Premium,Monthly,Yes,Organic,Mobile,5,59.8,0.36,0,1,0,1
USER_0042557,35,1,Medium,67,Standard,Monthly,Yes,Promo_Code,Web,1,24.4,0.47,0,0,0,0
USER_0042558,42,2,Low,10,Premium,Monthly,Yes,Referral,Mobile,2,35.9,0.58,0,0,0,1
USER_0042559,18,4,Medium,17,Standard,Annual,Yes,Referral,Web,0,74.4,0.75,0,0,0,0
USER_0042560,33,1,Low,15,Standard,Annual,No,Organic,Smart TV,19,57.7,0.53,0,0,0,1
USER_0042561,53,3,High,26,Premium,Monthly,Yes,Referral,Mobile,12,49.9,0.83,0,0,0,0
USER_0042562,39,5,High,7,Basic,Annual,Yes,Social_Ads,Smart TV,10,104.5,0.43,0,0,0,0
USER_0042563,21,1,Low,41,Standard,Annual,Yes,Social_Ads,Mobile,8,19.6,0.65,0,1,0,0
USER_0042564,54,1,Medium,2,Premium,Monthly,No,Social_Ads,Mobile,1,21.6,0.52,0,3,0,1
USER_0042565,32,3,Low,59,Basic,Monthly,Yes,Organic,Web,6,52.4,0.24,0,0,0,0
USER_0042566,18,1,Low,57,Standard,Monthly,No,Social_Ads,Mobile,5,25.9,0.32,0,0,0,0
USER_0042567,33,2,Medium,10,Premium,Monthly,Yes,Promo_Code,Smart TV,9,81.5,0.5,0,0,0,0
USER_0042568,24,4,Medium,61,Basic,Monthly,Yes,Organic,Mobile,7,47.5,0.54,0,2,0,0
USER_0042569,53,4,Medium,3,Standard,Monthly,No,Organic,Web,14,88.7,0.35,0,0,0,1
USER_0042570,30,2,Low,12,Standard,Monthly,No,Organic,Smart TV,3,64.3,0.59,0,0,0,0
USER_0042571,47,3,Medium,20,Basic,Monthly,Yes,Promo_Code,Web,4,37.4,0.66,0,1,0,0
USER_0042572,38,3,Medium,51,Standard,Monthly,Yes,Organic,Web,18,56.2,0.61,0,0,0,1
USER_0042573,39,4,High,67,Standard,Annual,Yes,Organic,Smart TV,13,79.9,0.47,0,0,0,0
USER_0042574,37,3,Medium,43,Standard,Monthly,Yes,Social_Ads,Smart TV,11,100.4,0.43,0,0,0,0
USER_0042575,30,4,Medium,37,Basic,Monthly,Yes,Organic,Web,5,52.6,0.62,0,0,0,1
USER_0042576,50,1,Low,10,Standard,Monthly,Yes,Organic,Smart TV,0,60.0,0.82,0,1,0,0
USER_0042577,24,2,Medium,5,Basic,Annual,Yes,Promo_Code,Web,1,65.3,0.59,0,0,0,1
USER_0042578,31,1,High,21,Basic,Monthly,Yes,Promo_Code,Web,0,33.5,0.42,0,0,0,1
USER_0042579,28,6,Low,40,Standard,Monthly,Yes,Social_Ads,Mobile,9,85.9,0.52,0,0,0,0
USER_0042580,32,4,Medium,67,Standard,Monthly,Yes,Promo_Code,Mobile,1,53.7,0.45,1,0,0,1
USER_0042581,22,4,Low,4,Basic,Monthly,No,Organic,Mobile,17,67.3,0.51,0,0,0,1
USER_0042582,28,2,High,29,Basic,Monthly,Yes,Promo_Code,Mobile,1,6.2,0.33,0,0,0,0
USER_0042583,31,1,Medium,67,Standard,Monthly,Yes,Social_Ads,Smart TV,0,44.2,0.38,0,0,0,0
USER_0042584,43,1,Medium,59,Basic,Monthly,No,Social_Ads,Smart TV,0,55.3,0.53,0,0,0,1
USER_0042585,35,1,High,36,Premium,Monthly,No,Organic,Smart TV,0,41.6,0.89,0,0,0,0
USER_0042586,18,1,Low,34,Basic,Annual,Yes,Organic,Mobile,0,28.6,0.61,0,0,0,0
USER_0042587,18,1,Medium,41,Basic,Monthly,Yes,Social_Ads,Console,23,18.9,0.54,1,0,0,1
USER_0042588,39,2,Medium,52,Basic,Monthly,No,Social_Ads,Web,0,54.2,0.52,0,0,0,1
USER_0042589,42,6,Medium,21,Basic,Monthly,Yes,Promo_Code,Smart TV,41,95.9,0.54,0,0,0,1
USER_0042590,25,2,Medium,30,Standard,Monthly,No,Social_Ads,Web,29,47.9,0.48,0,0,0,1
USER_0042591,34,3,Low,30,Standard,Monthly,Yes,Organic,Mobile,8,37.4,0.82,0,0,0,1
USER_0042592,18,4,High,29,Standard,Monthly,Yes,Social_Ads,Web,4,49.1,0.66,0,0,0,0
USER_0042593,23,4,High,36,Basic,Monthly,No,Organic,Smart TV,16,73.5,0.53,0,0,0,1
USER_0042594,38,2,Medium,19,Basic,Monthly,Yes,Organic,Mobile,8,71.9,0.65,0,1,0,1
USER_0042595,18,3,High,21,Basic,Monthly,Yes,Organic,Smart TV,7,58.9,0.45,0,0,0,0
USER_0042596,32,1,High,57,Basic,Monthly,No,Promo_Code,Smart TV,9,15.3,0.77,0,0,0,1
USER_0042597,44,3,Medium,28,Standard,Monthly,Yes,Social_Ads,Smart TV,2,103.8,0.65,0,0,0,0
USER_0042598,18,2,Medium,59,Basic,Monthly,Yes,Organic,Mobile,6,23.6,0.16,0,0,0,1
USER_0042599,30,1,Low,50,Basic,Monthly,Yes,Organic,Smart TV,6,20.0,0.15,0,0,0,0
USER_0042600,28,4,Medium,9,Standard,Monthly,No,Referral,Console,6,56.9,0.4,0,0,0,0
USER_0042601,31,1,Medium,61,Basic,Monthly,No,Promo_Code,Smart TV,5,65.6,0.46,0,0,0,0
USER_0042602,43,2,High,53,Standard,Monthly,No,Organic,Mobile,1,42.1,0.48,0,0,0,0
USER_0042603,46,2,High,56,Standard,Monthly,No,Organic,Mobile,0,40.6,0.51,0,0,0,1
USER_0042604,21,3,Low,15,Standard,Annual,Yes,Social_Ads,Smart TV,9,57.0,0.84,0,0,0,1
USER_0042605,31,1,Medium,36,Basic,Monthly,Yes,Organic,Mobile,1,30.1,0.53,0,0,0,0
USER_0042606,37,6,Medium,58,Premium,Monthly,Yes,Social_Ads,Smart TV,0,84.3,0.73,0,1,0,0
USER_0042607,26,1,High,69,Basic,Monthly,Yes,Organic,Smart TV,1,54.6,0.6,0,0,0,0
USER_0042608,25,5,Medium,39,Standard,Monthly,Yes,Organic,Smart TV,3,100.7,0.8,1,0,0,0
USER_0042609,24,3,Low,39,Premium,Monthly,No,Social_Ads,Console,0,39.6,0.59,0,1,0,1
USER_0042610,32,2,Medium,28,Premium,Monthly,Yes,Organic,Web,8,50.4,0.57,0,0,0,0
USER_0042611,20,4,Medium,59,Basic,Monthly,Yes,Social_Ads,Smart TV,12,71.8,0.68,0,0,0,0
USER_0042612,31,2,Medium,53,Standard,Monthly,Yes,Social_Ads,Mobile,10,25.8,0.48,0,0,0,0
USER_0042613,32,5,Medium,70,Premium,Monthly,No,Social_Ads,Mobile,2,83.4,0.75,1,0,0,0
USER_0042614,36,6,Medium,4,Basic,Annual,Yes,Organic,Smart TV,28,94.2,0.16,0,0,0,0
USER_0042615,38,3,Low,21,Standard,Monthly,No,Organic,Console,8,59.3,0.31,0,0,0,1
USER_0042616,18,1,High,7,Standard,Monthly,Yes,Promo_Code,Smart TV,2,52.9,0.51,0,0,0,1
USER_0042617,32,1,Medium,14,Basic,Monthly,No,Social_Ads,Smart TV,7,36.4,0.37,0,0,0,1
USER_0042618,46,1,High,16,Premium,Monthly,Yes,Social_Ads,Console,9,11.3,0.48,0,0,0,0
USER_0042619,55,1,High,3,Basic,Annual,Yes,Organic,Mobile,0,49.2,0.65,0,0,0,1
USER_0042620,36,2,Medium,8,Standard,Monthly,Yes,Organic,Console,4,18.9,0.65,0,1,0,0
USER_0042621,35,1,Medium,24,Standard,Annual,Yes,Organic,Mobile,2,34.1,0.57,0,0,0,0
USER_0042622,41,5,Low,10,Standard,Monthly,Yes,Promo_Code,Smart TV,2,87.6,0.81,0,0,0,0
USER_0042623,22,2,Medium,3,Standard,Monthly,Yes,Promo_Code,Mobile,10,40.5,0.51,0,0,0,0
USER_0042624,31,1,Low,56,Premium,Monthly,Yes,Referral,Smart TV,1,68.8,0.77,1,0,0,1
USER_0042625,49,2,Low,66,Standard,Monthly,No,Social_Ads,Mobile,0,69.1,0.71,0,0,0,0
USER_0042626,25,4,High,47,Premium,Monthly,Yes,Social_Ads,Console,0,50.9,0.71,0,1,0,0
USER_0042627,19,3,Medium,62,Standard,Monthly,Yes,Organic,Smart TV,8,82.0,0.74,0,0,0,1
USER_0042628,26,6,Medium,24,Premium,Monthly,Yes,Promo_Code,Mobile,11,92.7,0.69,0,1,0,1
USER_0042629,49,1,Low,51,Premium,Monthly,No,Promo_Code,Smart TV,19,82.5,0.71,0,0,0,1
USER_0042630,21,1,Medium,1,Basic,Monthly,Yes,Organic,Smart TV,7,61.5,0.59,0,0,0,1
USER_0042631,38,5,Medium,33,Standard,Monthly,No,Organic,Mobile,0,65.9,0.18,0,1,0,1
USER_0042632,34,3,Medium,30,Basic,Annual,Yes,Promo_Code,Smart TV,5,86.6,0.28,0,0,0,0
USER_0042633,32,6,High,46,Basic,Monthly,Yes,Referral,Web,0,76.9,0.77,0,0,0,0
USER_0042634,31,5,Medium,4,Basic,Monthly,Yes,Social_Ads,Smart TV,3,86.2,1.0,0,0,0,0
USER_0042635,38,3,Medium,47,Standard,Monthly,Yes,Referral,Mobile,14,52.6,0.72,0,1,0,1
USER_0042636,27,1,Medium,63,Basic,Monthly,No,Organic,Smart TV,0,59.2,0.55,0,0,0,1
USER_0042637,35,2,Medium,46,Basic,Monthly,Yes,Organic,Web,2,42.1,0.68,0,0,0,0
USER_0042638,46,3,Medium,49,Basic,Monthly,Yes,Social_Ads,Console,7,52.6,0.76,1,0,0,0
USER_0042639,46,4,Low,64,Standard,Annual,Yes,Social_Ads,Mobile,5,92.8,0.64,0,0,0,1
USER_0042640,36,1,Low,29,Premium,Monthly,Yes,Promo_Code,Mobile,4,17.8,0.54,0,0,0,0
USER_0042641,32,1,Low,5,Basic,Monthly,No,Promo_Code,Smart TV,0,36.3,0.69,0,0,0,1
USER_0042642,41,2,Medium,55,Basic,Monthly,Yes,Social_Ads,Console,37,56.3,0.39,0,0,0,0
USER_0042643,45,2,Low,32,Standard,Monthly,Yes,Organic,Smart TV,8,61.3,0.81,0,0,0,0
USER_0042644,25,2,Medium,16,Standard,Monthly,Yes,Promo_Code,Web,17,62.4,0.66,0,0,0,1
USER_0042645,38,4,Low,62,Standard,Monthly,Yes,Organic,Smart TV,1,60.7,0.75,0,0,0,0
USER_0042646,21,6,Medium,1,Basic,Monthly,Yes,Referral,Mobile,8,70.6,0.61,0,1,0,1
USER_0042647,47,2,Medium,37,Premium,Monthly,No,Promo_Code,Console,0,35.9,0.71,0,0,0,0
USER_0042648,18,3,Medium,36,Premium,Monthly,No,Organic,Smart TV,4,60.2,0.59,0,0,0,0
USER_0042649,32,4,Low,34,Premium,Monthly,Yes,Social_Ads,Smart TV,45,83.9,0.63,0,1,0,0
USER_0042650,18,1,Medium,26,Basic,Monthly,Yes,Social_Ads,Smart TV,5,43.5,0.9,0,0,0,0
USER_0042651,54,2,Medium,69,Premium,Monthly,Yes,Referral,Smart TV,5,51.4,0.0,0,0,0,0
USER_0042652,35,2,Low,29,Basic,Monthly,No,Organic,Mobile,3,33.2,0.53,0,0,0,1
USER_0042653,44,1,Medium,37,Basic,Monthly,Yes,Organic,Smart TV,1,58.6,0.37,0,1,0,1
USER_0042654,21,1,High,38,Premium,Monthly,No,Promo_Code,Smart TV,6,70.8,0.4,1,1,0,1
USER_0042655,42,1,Low,7,Basic,Annual,Yes,Organic,Smart TV,4,59.4,0.6,0,0,0,0
USER_0042656,46,1,High,36,Basic,Monthly,Yes,Organic,Mobile,4,30.7,0.38,0,0,0,1
USER_0042657,52,2,Medium,28,Basic,Monthly,Yes,Referral,Mobile,17,20.0,0.66,0,0,0,1
USER_0042658,34,6,Medium,46,Standard,Monthly,Yes,Promo_Code,Mobile,0,63.1,0.66,0,0,0,0
USER_0042659,27,2,Medium,39,Standard,Monthly,Yes,Organic,Smart TV,0,96.6,0.33,0,0,0,0
USER_0042660,21,4,High,30,Standard,Monthly,Yes,Promo_Code,Smart TV,9,113.4,0.39,0,0,0,0
USER_0042661,27,1,High,66,Basic,Monthly,Yes,Social_Ads,Smart TV,1,34.4,0.74,0,0,0,0
USER_0042662,43,5,Low,12,Basic,Monthly,Yes,Organic,Mobile,0,71.6,0.76,1,0,0,0
USER_0042663,27,1,High,44,Standard,Monthly,No,Social_Ads,Mobile,8,0.0,0.08,0,0,0,0
USER_0042664,29,1,Low,28,Premium,Monthly,No,Promo_Code,Web,2,45.6,0.52,0,1,0,1
USER_0042665,25,1,Medium,49,Standard,Monthly,No,Referral,Mobile,0,10.9,0.31,0,0,0,0
USER_0042666,24,3,Medium,11,Standard,Monthly,Yes,Organic,Mobile,13,49.1,0.83,0,0,0,0
USER_0042667,19,4,Medium,9,Basic,Monthly,Yes,Organic,Smart TV,0,77.3,0.42,0,1,0,0
USER_0042668,18,4,High,16,Standard,Monthly,Yes,Referral,Mobile,0,56.5,0.52,0,0,0,0
USER_0042669,41,2,High,66,Basic,Monthly,Yes,Organic,Mobile,6,60.3,0.42,1,1,0,0
USER_0042670,63,4,Medium,36,Premium,Monthly,Yes,Promo_Code,Smart TV,8,107.5,0.35,0,0,0,0
USER_0042671,18,1,Low,59,Standard,Monthly,Yes,Organic,Mobile,1,27.7,0.58,0,0,0,0
USER_0042672,53,1,Medium,43,Premium,Annual,Yes,Organic,Console,4,43.7,0.62,0,0,0,0
USER_0042673,31,1,Low,63,Standard,Monthly,No,Organic,Smart TV,0,31.6,0.83,0,0,0,1
USER_0042674,19,1,Low,3,Standard,Monthly,Yes,Referral,Smart TV,3,63.5,0.7,0,0,0,1
USER_0042675,26,1,Medium,5,Premium,Monthly,No,Promo_Code,Console,0,24.4,0.57,0,0,0,1
USER_0042676,41,1,Medium,53,Premium,Annual,Yes,Social_Ads,Mobile,3,12.9,0.64,0,0,0,0
USER_0042677,24,4,High,22,Premium,Monthly,Yes,Organic,Smart TV,2,64.8,0.84,0,0,0,1
USER_0042678,18,2,Low,17,Standard,Monthly,Yes,Referral,Web,9,59.8,0.61,0,0,0,0
USER_0042679,22,1,Medium,20,Standard,Monthly,Yes,Referral,Mobile,2,37.2,0.58,0,0,0,1
USER_0042680,24,4,Medium,12,Standard,Monthly,No,Social_Ads,Smart TV,4,59.4,0.56,0,0,0,1
USER_0042681,37,6,Medium,24,Standard,Monthly,Yes,Promo_Code,Smart TV,12,107.7,0.64,0,1,0,1
USER_0042682,57,2,Low,49,Standard,Monthly,Yes,Organic,Mobile,1,17.9,0.71,0,0,0,0
USER_0042683,36,1,Low,5,Standard,Monthly,Yes,Organic,Smart TV,1,56.1,0.86,0,0,0,0
USER_0042684,49,1,Medium,46,Basic,Annual,Yes,Social_Ads,Smart TV,13,89.4,0.36,0,0,0,0
USER_0042685,23,1,High,69,Basic,Monthly,Yes,Promo_Code,Console,15,32.1,0.61,0,1,0,1
USER_0042686,34,4,High,71,Premium,Monthly,Yes,Referral,Smart TV,3,101.3,0.89,0,0,0,0
USER_0042687,27,6,High,40,Standard,Monthly,Yes,Social_Ads,Smart TV,0,96.5,1.0,0,0,0,0
USER_0042688,26,1,Low,70,Premium,Monthly,Yes,Referral,Mobile,4,48.6,0.52,0,0,0,0
USER_0042689,42,1,Low,6,Standard,Monthly,Yes,Organic,Smart TV,0,52.6,1.0,0,0,0,0
USER_0042690,33,1,Low,3,Standard,Monthly,No,Referral,Smart TV,0,76.0,0.6,1,0,0,1
USER_0042691,31,4,Low,33,Basic,Monthly,Yes,Social_Ads,Mobile,3,60.5,0.34,0,0,0,0
USER_0042692,32,2,Low,23,Basic,Monthly,Yes,Promo_Code,Mobile,0,42.2,0.53,0,0,0,0
USER_0042693,48,2,Low,49,Basic,Monthly,Yes,Social_Ads,Mobile,6,28.2,0.67,0,1,0,0
USER_0042694,23,2,Medium,61,Premium,Monthly,Yes,Referral,Mobile,2,26.3,0.12,0,0,0,0
USER_0042695,18,6,Low,45,Standard,Annual,Yes,Organic,Mobile,10,70.2,0.21,0,0,0,0
USER_0042696,30,1,Low,15,Standard,Annual,Yes,Organic,Mobile,2,26.7,0.46,0,0,0,0
USER_0042697,32,6,Medium,29,Premium,Monthly,Yes,Promo_Code,Smart TV,7,111.3,0.69,0,1,0,0
USER_0042698,25,2,Low,50,Basic,Monthly,Yes,Social_Ads,Web,0,9.1,0.59,0,0,0,0
USER_0042699,37,4,Medium,50,Premium,Annual,Yes,Promo_Code,Smart TV,2,83.5,0.3,0,0,0,0
USER_0042700,18,2,Low,33,Standard,Annual,Yes,Promo_Code,Smart TV,15,49.5,0.61,0,0,0,0
USER_0042701,33,1,Medium,28,Standard,Monthly,No,Organic,Mobile,0,39.5,0.55,0,0,0,1
USER_0042702,24,2,High,9,Premium,Monthly,Yes,Social_Ads,Mobile,6,37.8,0.43,0,0,0,1
USER_0042703,47,4,Low,51,Premium,Monthly,Yes,Referral,Mobile,5,89.4,0.4,2,0,0,1
USER_0042704,43,3,Medium,36,Premium,Monthly,No,Organic,Mobile,11,62.7,0.73,0,1,0,1
USER_0042705,34,1,Medium,14,Basic,Annual,Yes,Organic,Smart TV,15,60.3,0.72,0,1,0,1
USER_0042706,19,5,Medium,25,Basic,Monthly,Yes,Promo_Code,Smart TV,6,92.1,0.56,0,0,0,0
USER_0042707,29,2,Low,67,Standard,Monthly,Yes,Organic,Smart TV,13,58.8,0.92,0,0,0,0
USER_0042708,18,3,Medium,27,Premium,Monthly,Yes,Promo_Code,Web,0,74.1,0.6,1,0,0,1
USER_0042709,26,6,Medium,56,Basic,Monthly,Yes,Social_Ads,Console,2,82.6,0.58,0,1,0,0
USER_0042710,48,2,High,52,Standard,Monthly,Yes,Organic,Smart TV,0,64.4,0.61,0,0,0,1
USER_0042711,67,1,High,22,Premium,Monthly,Yes,Organic,Mobile,4,26.3,0.38,0,1,0,0
USER_0042712,33,2,Low,36,Standard,Monthly,Yes,Organic,Smart TV,6,83.3,0.75,0,0,0,0
USER_0042713,22,2,Medium,24,Standard,Annual,Yes,Social_Ads,Smart TV,6,47.7,0.56,1,1,0,1
USER_0042714,32,2,Low,47,Basic,Monthly,No,Organic,Smart TV,4,59.5,0.7,0,0,0,1
USER_0042715,19,4,Medium,11,Premium,Monthly,Yes,Organic,Mobile,6,66.8,0.34,0,0,0,1
USER_0042716,25,3,Medium,33,Premium,Monthly,Yes,Organic,Smart TV,4,70.7,0.52,0,0,0,0
USER_0042717,35,4,Medium,45,Standard,Monthly,Yes,Social_Ads,Mobile,8,63.0,0.0,0,0,0,0
USER_0042718,31,4,Medium,24,Standard,Monthly,No,Organic,Mobile,7,67.3,0.37,0,0,0,1
USER_0042719,37,5,Medium,37,Premium,Monthly,Yes,Promo_Code,Smart TV,0,69.2,0.58,0,0,0,0
USER_0042720,38,4,Medium,33,Premium,Monthly,No,Organic,Smart TV,14,75.3,0.55,0,0,0,0
USER_0042721,50,2,Medium,49,Basic,Monthly,Yes,Promo_Code,Console,0,46.7,0.95,0,0,0,1
USER_0042722,48,1,Medium,12,Standard,Monthly,Yes,Organic,Mobile,1,9.7,0.78,0,0,0,0
USER_0042723,43,1,Medium,2,Basic,Monthly,Yes,Referral,Smart TV,7,57.1,0.67,0,2,0,1
USER_0042724,28,2,Low,53,Basic,Monthly,No,Promo_Code,Smart TV,9,52.3,0.53,0,0,0,0
USER_0042725,49,1,Medium,2,Premium,Monthly,Yes,Referral,Mobile,5,12.3,0.34,0,0,0,0
USER_0042726,48,2,Low,43,Basic,Annual,Yes,Organic,Console,0,45.9,0.77,0,0,0,0
USER_0042727,39,1,High,56,Standard,Monthly,Yes,Organic,Smart TV,5,28.4,0.83,0,1,0,0
USER_0042728,23,1,Medium,42,Basic,Annual,Yes,Promo_Code,Mobile,2,23.0,0.26,0,0,0,0
USER_0042729,47,1,Medium,47,Basic,Monthly,Yes,Social_Ads,Mobile,12,49.9,0.58,0,0,0,1
USER_0042730,63,5,Medium,58,Basic,Monthly,No,Promo_Code,Smart TV,5,98.4,0.49,0,0,0,1
USER_0042731,38,3,Medium,8,Standard,Monthly,No,Organic,Console,0,80.0,0.58,0,0,0,1
USER_0042732,56,6,Low,12,Standard,Annual,No,Organic,Smart TV,2,124.2,0.76,0,0,0,0
USER_0042733,30,1,Medium,18,Basic,Monthly,Yes,Social_Ads,Smart TV,2,48.4,0.26,0,0,0,0
USER_0042734,42,1,High,41,Standard,Monthly,No,Social_Ads,Smart TV,1,55.1,0.79,0,0,0,0
USER_0042735,33,4,High,37,Premium,Monthly,No,Organic,Smart TV,11,99.6,0.73,0,0,0,1
USER_0042736,18,4,Medium,67,Premium,Monthly,Yes,Organic,Smart TV,19,89.3,0.74,0,0,0,0
USER_0042737,45,2,High,57,Basic,Monthly,Yes,Organic,Mobile,0,53.1,0.69,0,0,0,0
USER_0042738,34,1,High,4,Standard,Monthly,Yes,Promo_Code,Smart TV,15,66.1,0.72,0,1,0,1
USER_0042739,21,6,Medium,13,Standard,Monthly,Yes,Social_Ads,Mobile,13,82.4,0.6,1,0,0,0
USER_0042740,40,3,Low,27,Standard,Monthly,Yes,Social_Ads,Mobile,4,52.2,0.42,0,1,0,0
USER_0042741,23,2,Low,36,Premium,Monthly,No,Organic,Smart TV,8,52.2,0.73,0,0,0,1
USER_0042742,43,4,Low,38,Basic,Monthly,Yes,Referral,Smart TV,1,89.0,0.27,0,1,0,0
USER_0042743,38,1,High,7,Standard,Annual,Yes,Organic,Smart TV,4,64.5,0.5,0,0,0,0
USER_0042744,38,2,Medium,21,Basic,Monthly,Yes,Social_Ads,Smart TV,26,78.4,0.57,0,0,0,1
USER_0042745,57,2,Low,51,Basic,Monthly,No,Social_Ads,Web,4,12.5,0.52,0,0,0,0
USER_0042746,19,2,Medium,62,Standard,Monthly,Yes,Promo_Code,Mobile,6,38.7,0.93,0,0,0,0
USER_0042747,42,4,Low,25,Standard,Monthly,Yes,Organic,Console,23,75.9,0.39,0,1,0,1
USER_0042748,49,2,High,66,Basic,Monthly,No,Referral,Smart TV,4,71.0,0.47,0,0,0,1
USER_0042749,39,3,Medium,19,Basic,Annual,Yes,Social_Ads,Mobile,2,59.3,0.54,0,0,0,0
USER_0042750,40,2,Low,21,Basic,Annual,Yes,Referral,Smart TV,2,47.3,0.37,0,0,0,0
USER_0042751,30,1,Medium,5,Basic,Monthly,Yes,Social_Ads,Smart TV,5,51.3,0.38,0,0,0,1
USER_0042752,32,1,Medium,25,Standard,Monthly,Yes,Social_Ads,Mobile,13,39.2,0.37,1,0,0,0
USER_0042753,33,2,Medium,37,Basic,Annual,Yes,Organic,Mobile,4,47.8,0.51,0,0,0,0
USER_0042754,54,3,Low,27,Standard,Monthly,Yes,Referral,Smart TV,2,65.4,0.7,0,0,0,0
USER_0042755,37,1,Low,63,Standard,Monthly,Yes,Referral,Mobile,6,32.3,0.7,0,0,0,0
USER_0042756,49,4,Medium,24,Standard,Annual,Yes,Organic,Smart TV,4,82.0,0.37,0,0,0,0
USER_0042757,25,1,Low,45,Standard,Monthly,Yes,Organic,Smart TV,1,19.1,0.8,0,1,0,1
USER_0042758,18,2,Medium,70,Basic,Monthly,Yes,Social_Ads,Mobile,11,39.7,0.47,0,0,0,0
USER_0042759,29,2,Medium,10,Standard,Monthly,Yes,Organic,Smart TV,6,62.6,0.46,0,1,0,1
USER_0042760,47,2,Low,8,Premium,Annual,Yes,Organic,Mobile,4,40.0,0.58,0,0,0,0
USER_0042761,27,1,Medium,47,Standard,Monthly,Yes,Organic,Mobile,7,30.7,0.48,0,2,0,0
USER_0042762,30,6,Low,29,Basic,Monthly,Yes,Organic,Mobile,23,58.2,0.6,0,0,0,0
USER_0042763,28,2,Medium,52,Standard,Annual,Yes,Organic,Smart TV,0,44.7,0.39,1,0,0,0
USER_0042764,42,2,Low,23,Basic,Monthly,Yes,Promo_Code,Mobile,14,16.3,0.79,0,0,0,1
